"ID","propane_used"
1,47.2534925646324
2,48.8279322117601
3,46.5670203832416
4,65.8463807736497
5,46.8718272067876
6,48.6303531420825
7,46.6144567928306
8,42.7055247463606
9,58.8889423958069
10,56.2070886592045
11,54.4329639715256
12,45.6950718382629
13,27.2972940902454
14,28.1171959152657
15,59.0144088237224
16,53.682837143047
17,57.3434914533707
18,25.2842122206421
19,56.1334690746758
20,35.7881734667254
21,45.5157816202874
22,48.5266014477433
23,66.7988511528986
24,46.1493035429004
25,39.4975845345909
26,60.7447574027461
27,34.0573500362131
28,34.8951138678364
29,56.5280621186397
30,45.9936686349002
31,35.2626059384539
32,23.4018326984471
33,55.8401913813738
34,34.3242974237041
35,54.307166868404
36,65.8981773573606
37,46.5065234798109
38,47.6791350784039
39,57.3778104833117
40,56.8638920758576
41,43.3303463404097
42,55.425138244707
43,44.2248633927168
44,47.7892716836317
45,36.4223969488335
46,67.4683508366585
47,45.8460819278628
48,34.9482025015068
49,23.9063892998989
50,65.4774428859875
51,44.1554888210834
52,55.2638783192065
53,56.5502312264666
54,26.9234426986587
55,44.5637303180061
56,29.4556395856632
57,56.0095760244124
58,53.3499656034743
59,46.6948407427353
60,42.6790544374718
61,57.3973001232547
62,45.1531279729013
63,66.8144556036397
64,45.008945927092
65,46.7014657934685
66,35.9533427983273
67,50.2373289310328
68,43.921201450507
69,37.3830445074893
70,60.6459852749448
71,44.93011014479
72,47.1750310474344
73,56.7598082040282
74,35.7630689066177
75,27.105137849396
76,25.9375272456912
77,38.1500888988722
78,66.7803672093146
79,59.6921803853383
80,38.7242507068977
81,45.9422355170704
82,44.7859052267452
83,49.0771981082039
84,55.8580686441355
85,53.7767134293879
86,50.5688723469313
87,36.6245635267198
88,52.8470367937393
89,65.4266139429926
90,56.4794287128598
91,54.3819355192439
92,29.0152673283138
93,50.3538154011869
94,56.1369161588643
95,35.6629143823058
96,57.1470380006696
97,57.3677239939921
98,45.6668308971241
99,46.0988535992329
100,47.840816056906
101,38.7970204519027
102,45.7029479012378
103,54.9259446105048
104,52.7348173607835
105,54.8632693683913
106,65.6439553738827
107,57.7652723669345
108,56.9991247656385
109,58.1763768006437
110,47.9943245519866
111,61.5008924587566
112,54.9775471539964
113,50.2330847739385
114,54.0511421714999
115,53.2652890958464
116,53.438424035863
117,54.414218979886
118,55.3599070052832
119,43.9598351966054
120,45.9361391312666
121,62.6429186979244
122,35.354274943891
123,59.6014466539158
124,56.8297943311741
125,55.409813172199
126,49.8380384978332
127,64.3322804465417
128,49.712235450392
129,61.6614536955374
130,25.3157154596351
131,42.9493629166633
132,23.0815261733892
133,47.4504328947403
134,37.0426119584017
135,56.7364340425508
136,44.8670671771533
137,55.0241592828509
138,53.9551972683578
139,57.8289280657395
140,45.9366230145959
141,34.5825878108501
142,55.497592648822
143,38.076830010603
144,58.6066517319496
145,45.4501879074295
146,33.4776051770231
147,48.1604375803612
148,27.1379467512687
149,46.7769942163147
150,67.8954102094487
151,54.1409734433198
152,44.5765455543447
153,48.5328857571407
154,47.0400639925938
155,44.5992513355294
156,62.5362537444851
157,46.9431836081213
158,46.2306095297954
159,47.8569318336633
160,54.5113920714772
161,44.0466271486099
162,35.0955529888135
163,57.2094301298471
164,54.8740420753999
165,53.9515647783837
166,55.1439157130826
167,55.5260624427106
168,47.5584810818
169,38.4364753966857
170,57.3759671981702
171,25.4509524922203
172,45.1513494009234
173,50.3974734123211
174,48.6675368080436
175,46.2560652874372
176,57.5332473998834
177,56.3025162836158
178,42.725990076723
179,48.2492232085985
180,46.59117303449
181,57.6340512202896
182,49.8111973770771
183,44.1111856080791
184,56.960871081513
185,57.3431118146861
186,35.7969676463514
187,52.9609285885403
188,57.6955765009869
189,28.2772839331259
190,46.4409601574108
191,26.2392541109507
192,59.2415537737518
193,44.4265360071257
194,45.407965874059
195,36.7694313009639
196,45.4706038936533
197,50.4994678865683
198,55.7599381977837
199,53.9506090102987
200,47.2213480958261
201,54.6089277945892
202,55.9162181763157
203,56.0020500086421
204,44.9948456950964
205,55.8836778100944
206,54.1723970319905
207,55.1629012844042
208,27.3088122075615
209,58.8285291926413
210,64.5961110466574
211,47.1981962406389
212,46.4441345254911
213,57.5731382441066
214,49.5473578918206
215,55.1095696135403
216,56.5554737836234
217,45.1400261659043
218,54.07875757807
219,44.9706914274097
220,44.3203073892491
221,56.6695720551169
222,46.7565324049359
223,53.1526972355659
224,56.3069796413139
225,47.5822816341075
226,56.2578352442604
227,64.6556084266448
228,36.319459185778
229,54.3328014407161
230,43.605171483035
231,48.5482724370312
232,41.2240591599561
233,26.6836234524396
234,47.4637265338525
235,58.4289198014104
236,34.085079100636
237,45.1719372348163
238,53.883603971684
239,56.7615946205928
240,58.531189673424
241,55.507192180592
242,46.4299853226782
243,55.0361716721975
244,52.6681520639771
245,55.8621466356043
246,58.6089370853207
247,50.5561145203964
248,64.5203982638083
249,57.476555932056
250,36.1925687204457
251,47.6772905548143
252,55.1992041659426
253,65.3717664780684
254,46.6371575834973
255,48.8445897036349
256,54.0652585034857
257,29.1352019328014
258,53.9095464708639
259,53.3224465619308
260,45.1078712489176
261,67.0728542381598
262,25.5330993972428
263,54.3078243831636
264,46.9494034923471
265,56.9487821973286
266,54.7954590520682
267,56.6824288151762
268,55.0724163720908
269,34.096869664999
270,68.2756571210693
271,45.0361837570829
272,47.6017522385354
273,45.8980667014462
274,61.0523228253948
275,25.7609518547765
276,46.7652819128036
277,47.1441130953553
278,44.7772022979815
279,27.1952605562886
280,42.4980541413647
281,56.056061336762
282,49.0326567934416
283,60.2915794239615
284,33.05262959996
285,58.3470492517886
286,58.7357996370593
287,46.6248498602368
288,57.4489651026222
289,53.619891672251
290,54.7307357510005
291,44.8352238662562
292,44.2862596793824
293,47.1535344601015
294,57.6223969819885
295,37.0062069770109
296,46.352344817722
297,45.8552213851796
298,43.8148242935376
299,50.5851863424949
300,56.0244320409671
301,56.7576415789773
302,44.211339205596
303,46.4902784511326
304,57.2339342512171
305,56.8122896294863
306,54.6176899711457
307,55.7221518248892
308,56.7255740161499
309,55.5811390640543
310,23.51771357664
311,46.205519718176
312,45.5179170277784
313,54.7997632881778
314,46.3209989066227
315,44.9853651763811
316,58.324614732066
317,55.363668857758
318,26.3228388072962
319,44.4182131422099
320,47.3002686956908
321,56.3066594139975
322,54.1213275455354
323,55.9153936824019
324,34.6948250164756
325,58.339099580752
326,58.9163825735519
327,54.0447647824205
328,48.178277628333
329,35.0745494312361
330,56.064215845826
331,53.0836114050074
332,57.6042565396757
333,63.2492502641777
334,44.4853766864684
335,58.3397446412782
336,45.8779570076669
337,48.9411529348404
338,44.5216671011068
339,56.4436916710562
340,57.1847771982513
341,35.3931704973135
342,55.1891662828019
343,44.9543487251876
344,54.8986976299473
345,44.5880999845522
346,64.2863376917101
347,27.3794417604459
348,57.794067823168
349,58.6005352929248
350,45.5539592446781
351,38.3556049589288
352,54.5568454535757
353,25.731267152027
354,55.8297823618895
355,52.8313717777985
356,60.0359720303578
357,55.3893516172477
358,58.2022094070964
359,27.6584464918014
360,48.6363465489538
361,57.731027626684
362,44.8656553272446
363,47.650293673549
364,57.1472645812611
365,43.7078545714103
366,43.4187652822515
367,57.1047068418705
368,36.6796793943254
369,43.8195554282441
370,56.3257693961956
371,60.063929500439
372,25.3428040770685
373,58.9214397161184
374,45.7332013359522
375,38.6733094155416
376,46.6110294498746
377,45.9062532198433
378,53.2817314588992
379,44.0362990016254
380,45.6851167747038
381,48.1156478505134
382,56.0045177974839
383,48.1308389187919
384,47.9926055770017
385,59.3058919647797
386,55.5139671257028
387,54.3743181766447
388,37.758061390599
389,43.8294163077858
390,46.9358094092848
391,65.1233693868382
392,43.3693164354241
393,45.9711164743435
394,56.9017661356105
395,46.4348005709695
396,49.0971466918371
397,65.5412987378211
398,45.9382768458207
399,48.2018014316494
400,37.3083571226959
401,25.0595656434333
402,47.9565776050633
403,54.1502988058869
404,44.5013345283317
405,39.2729029327295
406,44.7131849419015
407,57.3738144217159
408,56.0017266078885
409,47.2453399461262
410,49.3299381380128
411,24.359796599669
412,57.2594149162185
413,44.5726648251726
414,49.7115773294357
415,64.4088002840627
416,45.7288553127606
417,26.5370153344638
418,39.1712799606968
419,55.6656062160676
420,44.8355738126385
421,54.802743195877
422,54.8435090174929
423,54.3269112080529
424,45.6919298397945
425,43.5094907786259
426,28.3908786948429
427,56.9074697663514
428,29.3534863885789
429,54.5222359479757
430,47.3900160429798
431,59.3515715152168
432,46.0686937852306
433,59.6198070954088
434,64.1802803779712
435,24.5765406130282
436,47.6615486200732
437,35.8943024799837
438,29.0441348316219
439,55.8771913715493
440,56.3462144191507
441,45.9224441368924
442,56.3548395862151
443,42.4747582759089
444,56.6565182864354
445,35.6084428254946
446,47.5207043874366
447,58.3400958396746
448,56.4331809326112
449,52.9627323849776
450,65.5671825068823
451,54.5080754299227
452,59.5495496499645
453,37.4622120076425
454,24.0744511640706
455,64.7421537667389
456,64.49487468569
457,55.1377809002385
458,49.6430587945687
459,65.4123702235252
460,47.1227645010131
461,47.738381529965
462,27.744867689529
463,54.8677763815041
464,58.0261714825305
465,37.1125861445118
466,56.3312081937007
467,54.1424329377047
468,44.7749259470632
469,36.0756075456116
470,54.4494798357196
471,58.5362189400426
472,34.4486848334009
